尺,chǐ,"Size, ruler, Dimensions, mm, ",,这座新的综合建筑群将提供1千万平方英<b>尺</b>的办公空间。,zhè zuò xīn de zōng hé jiàn zhù qún jiāng tí gōng 1 qiān wàn píng fāng yīng chǐ de bàn gōng kōng jiān 。,The new complex will provide 10 million square feet of office space.
质量,zhì liàng,"Quality, mass, mass, Kg, ",,他们对食物的<b>质量</b>感到又惊又喜。,tā men duì shí wù de zhì liàng gǎn dào yòu jīng yòu xǐ 。,They were agreeably surprised by the quality of the food.
小费,xiǎo fèi,"tip, Tipping, baksheesh, ",,她靠<b>小费</b>弥补工资的不足。,tā kào xiǎo fèi mí bǔ gōng zī de bù zú 。,She relies on tips to top up her wages.
运费,yùn fèi,"Freight, carriage, Freight charges, cargo freight, ",,<b>运费</b>包括在账内。,yùn fèi bāo kuò zài zhàng nèi 。,The freight is included in the account.
原来,yuán lái,"Original, primary, former, prime, ",,我认为你应该回头执行你<b>原来</b>的计划。,wǒ rèn wéi nǐ yīng gāi huí tóu zhí xíng nǐ yuán lái de jì huà 。,I think you should go back to your original plan.
图片,tú piàn,"Picture, Image, img, photo, ",,这些<b>图片</b>并非为了挑逗观众。,zhè xiē tú piàn bìng fēi wèi le tiǎo dòu guān zhòng 。,The pictures were not meant to titillate audiences.
视频,shì pín,"video, video, FLV, mas, ",,不如尝试一下<b>视频</b>博客，或者播客？,bù rú cháng shì yī xià shì pín bó kè ， huò zhě bō kè ？,"How about a video blog, or a podcast?"
休闲,xiū xián,"Leisure, recreation, Optional, to lie fallow, ",,<b>休闲</b>常被定义为工作的反面。,xiū xián cháng bèi dìng yì wèi gōng zuò de fǎn miàn 。,Leisure is often defined in opposition to work.
正式,zhèng shì,"make a complete entry, Official, Formal, in due form, ",,肯尼迪没有接受过油漆工的<b>正式</b>培训。,kěn ní dí méi yǒu jiē shòu guò yóu qī gōng de zhèng shì péi xùn 。,Kennedy had no formal training as a decorator.
图片,tú piàn,"Picture, Image, img, photo, ",,这些<b>图片</b>并非为了挑逗观众。,zhè xiē tú piàn bìng fēi wèi le tiǎo dòu guān zhòng 。,The pictures were not meant to titillate audiences.
搜索,sōu suǒ,"search, ccoo, book, BLog Search, ",,我们分成几个<b>搜索</b>小组。,wǒ men fēn chéng jǐ gè sōu suǒ xiǎo zǔ 。,We separated into several different search parties.
分享,fēn xiǎng,"Share, participation, ",,他一直不吝<b>分享</b>自己丰富的知识。,tā yì zhí bù lìn fēn xiǎng zì jǐ fēng fù de zhī shí 。,He was always generous in sharing his enormous knowledge.
屏幕,píng mù,"screen, Display screen, Moniter, ",,计算机<b>屏幕</b>应该与眼睛齐平。,jì suàn jī píng mù yīng gāi yǔ yǎn jīng qí píng 。,Computer screens should be at eye level.
之后,zhī hòu,"After, Behind, later, post, ",,两场比赛<b>之后</b>意大利队排名榜首。,liǎng chǎng bǐ sài zhī hòu yì dà lì duì pái míng bǎng shǒu 。,Italy heads the table after two games.
严重,yán zhòng,"Serious, Critical, severity, severe, ",,这会引起失明或<b>严重</b>的视力衰退。,zhè huì yǐn qǐ shī míng huò yán zhòng de shì lì shuāi tuì 。,It causes blindness or serious loss of vision.
厉害,lì hài,"Severe, terrible, formidable, serious, ",,我头痛越来越<b>厉害</b>了。,wǒ tóu tòng yuè lái yuè lì hài le 。,My headache is getting worse.
地点,dì diǎn,"Location, place, Venue, Where, ",,整个纪念碑被迁到了新的<b>地点</b>。,zhěng gè jì niàn bēi bèi qiān dào le xīn de dì diǎn 。,The monument was moved bodily to a new site.
数量,shù liàng,"QUANTITY, amount, quantity, PCS, ",,企业破产的<b>数量</b>在8月份增加了。,qǐ yè pò chǎn de shù liàng zài 8 yuè fèn zēng jiā le 。,The number of corporate bankruptcies climbed in August.
销量,xiāo liàng,"Sales, Sales Volume, Acura, pending home sales, ",,这一切都将促进电子图书的<b>销量</b>。,zhè yī qiè dōu jiāng cù jìn diàn zi tú shū de xiāo liàng 。,All this will drive e-book sales.
低,dī,"Low, bass, inferior, bottom, ",,他们的首要目标是维持<b>低</b>成本。,tā men de shǒu yào mù biāo shì wéi chí dī chéng běn 。,Their overriding aim was to keep costs low.
左右,zuǒ yòu,"In Love We Trust, left and right, or so, right and left, ",,我们最后在凌晨四点<b>左右</b>上了床。,wǒ men zuì hòu zài líng chén sì diǎn zuǒ yòu shàng le chuáng 。,We finally went to bed at about 4am.
方便面,fāng biàn miàn,"Instant Noodles, instant noodle, ksf, pizza, ",,每个人吃<b>方便面</b>之前都知道它是什么样子的。,měi gè rén chī fāng biàn miàn zhī qián dōu zhī dào tā shì shén me yàng zi de 。,Everyone who eat instant noodles before knows how it looks like.
不管,bù guǎn,"in spite of, regardless of, despite, in the face of, ",,<b>不管</b>你喜欢不喜欢，你得上学。,bù guǎn nǐ xǐ huān bù xǐ huān ， nǐ dé shàng xué 。,"You've got to go to school, whether you like it or not."
无论,wú lùn,"no matter, Regardless, whether, whether or not, ",,<b>无论</b>你怎么决定对我来说都行。,wú lùn nǐ zěn me jué dìng duì wǒ lái shuō dōu xíng 。,"Whatever you decide, it's okay by me."
除非,chú fēi,"unless, only if, but for, unlessconj, ",,<b>除非</b>被逼迫，他坚决拒绝说英语。,chú fēi bèi bī pò ， tā jiān jué jù jué shuō yīng yǔ 。,He resolutely refused to speak English unless forced to.
由于,yóu yú,"due to, because of, by reason of, thanks to, ",,他<b>由于</b>疲劳不得不取消一些约会。,tā yóu yú pí láo bù dé bù qǔ xiāo yī xiē yuē huì 。,He had to cancel some engagements because of tiredness.
因此,yīn cǐ,"Therefore, as a result, in consequence, as a consequence, ",,他只有17岁，<b>因此</b>没有投票选举的资格。,tā zhǐ yǒu 17 suì ， yīn cǐ méi yǒu tóu piào xuǎn jǔ de zī gé 。,He's only 17 and therefore not eligible to vote.
却,què,"whereas, only to, IBC, ",,这是一本复杂<b>却</b>能引发兴趣的书。,zhè shì yī běn fù zá què néng yǐn fā xìng qù de shū 。,It is a complex yet stimulating book.
然而,rán ér,"whereas, nevertheless, while, ",,这辆汽车不大，<b>然而</b>却出奇地宽敞。,zhè liàng qì chē bù dà ， rán ér què chū qí dì kuān chǎng 。,"It's a small car, yet it's surprisingly spacious."
可是,kě shì,"and yet, But, though, on the contrary, ",,“<b>可是</b>伊恩太傻了，”她笑着说道。,“ kě shì yī ēn tài shǎ le ，” tā xiào zhe shuō dào 。,"""But Ian's such a simpleton,"" she laughed."
以及,yǐ jí,"And, as well as, VS, with prep, ",,我收集贝壳<b>以及</b>海边有趣的东西。,wǒ shōu jí bèi ké yǐ jí hǎi biān yǒu qù de dōng xī 。,I collect shells and interesting seaside items.
而且,ér qiě,"And, furthermore, as well as, at that, ",,她阴险、狡诈，<b>而且</b>爱操纵他人。,tā yīn xiǎn 、 jiǎo zhà ， ér qiě ài cāo zòng tā rén 。,She is devious and sly and manipulative.
并且,bìng qiě,"also, and, in addition, as well as, ",,这些故事令我吃惊，<b>并且</b>感动了我。,zhè xiē gù shì lìng wǒ chī jīng ， bìng qiě gǎn dòng le wǒ 。,These stories surprised and moved me.
与,yǔ,"in line with, fight with, fight against, in step with, ",,他<b>与</b>家人争吵以后离家去了伦敦。,tā yǔ jiā rén zhēng chǎo yǐ hòu lí jiā qù le lún dūn 。,He fled to London after an argument with his family.
流星,liú xīng,"Meteor, shooting star, meteor, ",,一颗<b>流星</b>划过天空。,yī kē liú xīng huá guò tiān kōng 。,A meteorite streaked across the sky.
